Series_Title,Released_Year,Certificate,Runtime (min),Genre,IMDB_Rating,Meta_score,Director,Gross
X: First Class,2011,UA,131,Action ,7.7,65,Matthew Vaughn,"146,408,305"
The Hangover,2009,UA,100,Comedy,7.7,73,Todd Phillips,"277,322,503"
Skyfall,2012,UA,143,Action ,7.7,81,Sam Mendes,"304,360,277"
Silver Linings Playbook,2012,A,122,Comedy ,7.7,81,David O. Russell,"132,092,958"
Argo,2012,A,120,Biography ,7.7,86,Ben Affleck,"136,025,503"
(500) Days of Summer,2009,UA,95,Comedy ,7.7,76,Marc Webb,"32,391,374"
Harry Potter and the Deathly Hallows: Part 1,2010,A,146,Adventure ,7.7,65,David Yates,"295,983,305"
Gake no ue no Ponyo,2008,U,101,Animation ,7.7,86,Hayao Miyazaki,"15,090,400"
Frost/Nixon,2008,R,122,Biography ,7.7,80,Ron Howard,"18,593,156"
Papurika,2006,U,90,Animation ,7.7,81,Satoshi Kon,"881,302"
Changeling,2008,R,141,Biography ,7.7,63,Clint Eastwood,"35,739,802"
Flipped,2010,PG,90,Comedy ,7.7,45,Rob Reiner,"1,752,214"
Toki o kakeru shôjo,2006,U,98,Animation ,7.7,,Mamoru Hosoda,
Death Note: Desu nôto,2006,,126,Crime ,7.7,,Shûsuke Kaneko,
This Is England,2006,,101,Crime ,7.7,86,Shane Meadows,"327,919"
Ex Machina,2014,UA,108,Drama ,7.7,78,Alex Garland,"25,442,958"
Efter brylluppet,2006,R,120,Drama,7.7,78,Susanne Bier,"412,544"
The Last King of Scotland,2006,R,123,Biography ,7.7,74,Kevin Macdonald,"17,605,861"
Zodiac,2007,UA,157,Crime ,7.7,78,David Fincher,"33,080,084"
Lucky Number Slevin,2006,R,110,Action ,7.7,53,Paul McGuigan,"22,494,487"
Joyeux Noël,2005,PG-13,116,Drama ,7.7,70,Christian Carion,"1,054,361"
Control,2007,R,122,Biography ,7.7,78,Anton Corbijn,"871,577"
Tangled,2010,U,100,Animation ,7.7,71,Nathan Greno,"200,821,936"
Zwartboek,2006,R,145,Drama ,7.7,71,Paul Verhoeven,"4,398,392"
Brokeback Mountain,2005,A,134,Drama ,7.7,87,Ang Lee,"83,043,761"
3:10 to Yuma,2007,A,122,Action ,7.7,76,James Mangold,"53,606,916"
Crash,2004,UA,112,Crime ,7.7,66,Paul Haggis,"54,580,300"
Kung fu,2004,UA,99,Action ,7.7,78,Stephen Chow,"17,108,591"
The Bourne Supremacy,2004,A,108,Action ,7.7,73,Paul Greengrass,"176,241,941"
The Machinist,2004,R,101,Drama ,7.7,61,Brad Anderson,"1,082,715"
Ray,2004,A,152,Biography ,7.7,73,Taylor Hackford,"75,331,600"
Lost in Translation,2003,UA,102,Comedy ,7.7,89,Sofia Coppola,"44,585,453"
Harry Potter and the Goblet of Fire,2005,UA,157,Adventure ,7.7,81,Mike Newell,"290,013,036"
Man on Fire,2004,UA,146,Action ,7.7,47,Tony Scott,"77,911,774"
Coraline,2009,U,100,Animation ,7.7,80,Henry Selick,"75,286,229"
The Last Samurai,2003,UA,154,Action ,7.7,55,Edward Zwick,"111,110,575"
The Magdalene Sisters,2002,R,114,Drama,7.7,83,Peter Mullan,"4,890,878"
Good Bye Lenin!,2003,R,121,Comedy ,7.7,68,Wolfgang Becker,"4,064,200"
In America,2002,PG-13,105,Drama,7.7,76,Jim Sheridan,"15,539,266"
I Am Sam,2001,PG-13,132,Drama,7.7,28,Jessie Nelson,"40,311,852"
Adaptation.,2002,R,115,Comedy ,7.7,83,Spike Jonze,"22,245,861"
Black Hawk Down,2001,A,144,Drama ,7.7,74,Ridley Scott,"108,638,745"
Road to Perdition,2002,A,117,Crime ,7.7,72,Sam Mendes,"104,454,762"
Das Experiment,2001,R,120,Drama ,7.7,60,Oliver Hirschbiegel,"141,072"
Billy Elliot,2000,R,110,Drama ,7.7,74,Stephen Daldry,"21,995,263"
Hedwig and the Angry Inch,2001,R,95,Comedy ,7.7,85,John Cameron Mitchell,"3,029,081"
Ocean's Eleven,2001,UA,116,Crime ,7.7,74,Steven Soderbergh,"183,417,150"
Vampire Hunter D: Bloodlust,2000,U,103,Animation ,7.7,62,Yoshiaki Kawajiri,"151,086"
O Brother ,2000,U,107,Adventure ,7.7,69,Joel Coen,"45,512,588"
Interstate 60: Episodes of the Road,2002,R,116,Adventure ,7.7,,Bob Gale,
South Park: Bigger ,1999,A,81,Animation ,7.7,73,Trey Parker,"52,037,603"
Office Space,1999,R,89,Comedy,7.7,68,Mike Judge,"10,824,921"
Happiness,1998,,134,Comedy ,7.7,81,Todd Solondz,"2,807,390"
Training Day,2001,A,122,Crime ,7.7,69,Antoine Fuqua,"76,631,907"
Rushmore,1998,UA,93,Comedy ,7.7,86,Wes Anderson,"17,105,219"
Abre los ojos,1997,U,119,Drama ,7.7,,Alejandro Amenábar,"368,234"
Being John Malkovich,1999,R,113,Comedy ,7.7,90,Spike Jonze,"22,858,926"
As Good as It Gets,1997,A,139,Comedy ,7.7,67,James L. Brooks,"148,478,011"
The Fifth Element,1997,UA,126,Action ,7.7,52,Luc Besson,"63,540,020"
Le dîner de cons,1998,PG-13,80,Comedy,7.7,73,Francis Veber,"4,065,116"
Donnie Brasco,1997,A,127,Biography ,7.7,76,Mike Newell,"41,909,762"
Shine,1996,U,105,Biography ,7.7,87,Scott Hicks,"35,811,509"
Primal Fear,1996,A,129,Crime ,7.7,47,Gregory Hoblit,"56,116,183"
Hamlet,1996,PG-13,242,Drama,7.7,,Kenneth Branagh,"4,414,535"
A Little Princess,1995,U,97,Drama ,7.7,83,Alfonso Cuarón,"10,019,307"
Do lok tin si,1995,UA,99,Comedy ,7.7,71,Kar-Wai Wong,
Il postino,1994,U,108,Biography ,7.7,81,Michael Radford,"21,848,932"
Clerks,1994,R,92,Comedy,7.7,70,Kevin Smith,"3,151,130"
Short Cuts,1993,R,188,Comedy ,7.7,79,Robert Altman,"6,110,979"
Philadelphia,1993,UA,125,Drama,7.7,66,Jonathan Demme,"77,324,422"
The Muppet Christmas Carol,1992,G,85,Comedy ,7.7,64,Brian Henson,"27,281,507"
Malcolm X,1992,U,202,Biography ,7.7,73,Spike Lee,"48,169,908"
The Last of the Mohicans,1992,UA,112,Action ,7.7,76,Michael Mann,"75,505,856"
Kurenai no buta,1992,U,94,Animation ,7.7,83,Hayao Miyazaki,
Glengarry Glen Ross,1992,R,100,Crime ,7.7,82,James Foley,"10,725,228"
A Few Good Men,1992,U,138,Drama ,7.7,62,Rob Reiner,"141,340,178"
Fried Green Tomatoes,1991,PG-13,130,Drama,7.7,64,Jon Avnet,"82,418,501"
Barton Fink,1991,U,116,Comedy ,7.7,69,Joel Coen,"6,153,939"
Miller's Crossing,1990,R,115,Crime ,7.7,66,Joel Coen,"5,080,409"
Who Framed Roger Rabbit,1988,U,104,Animation ,7.7,83,Robert Zemeckis,"156,452,370"
Spoorloos,1988,,107,Mystery ,7.7,,George Sluizer,
Withnail & I,1987,R,107,Comedy ,7.7,84,Bruce Robinson,"1,544,889"
The Last Emperor,1987,U,163,Biography ,7.7,76,Bernardo Bertolucci,"43,984,230"
Empire of the Sun,1987,U,153,Action ,7.7,62,Steven Spielberg,"22,238,696"
Der Name der Rose,1986,R,130,Crime ,7.7,54,Jean-Jacques Annaud,"7,153,487"
Blue Velvet,1986,A,120,Drama ,7.7,76,David Lynch,"8,551,228"
The Purple Rose of Cairo,1985,U,82,Comedy ,7.7,75,Woody Allen,"10,631,333"
After Hours,1985,UA,97,Comedy ,7.7,90,Martin Scorsese,"10,600,000"
Zelig,1983,PG,79,Comedy,7.7,,Woody Allen,"11,798,616"
The Verdict,1982,U,129,Drama,7.7,77,Sidney Lumet,"54,000,000"
Star Trek II: The Wrath of Khan,1982,U,113,Action ,7.7,67,Nicholas Meyer,"78,912,963"
First Blood,1982,A,93,Action ,7.7,61,Ted Kotcheff,"47,212,904"
Ordinary People,1980,U,124,Drama,7.7,86,Robert Redford,"54,800,000"
Airplane!,1980,U,88,Comedy,7.7,78,Jim Abrahams,"83,400,000"
Rupan sansei: Kariosutoro no shiro,1979,U,100,Animation ,7.7,71,Hayao Miyazaki,
Halloween,1978,A,91,Horror ,7.7,87,John Carpenter,"47,000,000"
Le locataire,1976,R,126,Drama ,7.7,71,Roman Polanski,"1,924,733"
Love and Death,1975,PG,85,Comedy ,7.7,89,Woody Allen,
The Taking of Pelham One Two Three,1974,U,104,Action ,7.7,68,Joseph Sargent,
Blazing Saddles,1974,A,93,Comedy ,7.7,73,Mel Brooks,"119,500,000"
Serpico,1973,A,130,Biography ,7.7,87,Sidney Lumet,"29,800,000"
Enter the Dragon,1973,A,102,Action ,7.7,83,Robert Clouse,"25,000,000"
Deliverance,1972,U,109,Adventure ,7.7,80,John Boorman,"7,056,013"
The French Connection,1971,A,104,Action ,7.7,94,William Friedkin,"15,630,710"
Dirty Harry,1971,A,102,Action ,7.7,90,Don Siegel,"35,900,000"
Where Eagles Dare,1968,U,158,Action ,7.7,63,Brian G. Hutton,
The Odd Couple,1968,G,105,Comedy,7.7,86,Gene Saks,"44,527,234"
The Dirty Dozen,1967,,150,Action ,7.7,73,Robert Aldrich,"45,300,000"
Belle de jour,1967,A,100,Drama ,7.7,,Luis Buñuel,"26,331"
A Man for All Seasons,1966,U,120,Biography ,7.7,72,Fred Zinnemann,"28,350,000"
Repulsion,1965,,105,Drama ,7.7,91,Roman Polanski,
Zulu,1964,U,138,Drama ,7.7,77,Cy Endfield,
Goldfinger,1964,A,110,Action ,7.7,87,Guy Hamilton,"51,081,062"
The Birds,1963,A,119,Drama ,7.7,90,Alfred Hitchcock,"11,403,529"
Cape Fear,1962,Passed,106,Drama ,7.7,76,J. Lee Thompson,
Peeping Tom,1960,,101,Drama ,7.7,,Michael Powell,"83,957"
The Magnificent Seven,1960,Approved,128,Action ,7.7,74,John Sturges,"4,905,000"
Les yeux sans visage,1960,,90,Drama ,7.7,90,Georges Franju,"52,709"
Invasion of the Body Snatchers,1956,Approved,80,Drama ,7.7,92,Don Siegel,
Rebel Without a Cause,1955,PG-13,111,Drama,7.7,89,Nicholas Ray,
The Ladykillers,1955,,91,Comedy ,7.7,91,Alexander Mackendrick,
Sabrina,1954,Passed,113,Comedy ,7.7,72,Billy Wilder,
The Quiet Man,1952,Passed,129,Comedy ,7.7,,John Ford,"10,550,000"
The Day the Earth Stood Still,1951,U,92,Drama ,7.7,,Robert Wise,
The African Queen,1951,PG,105,Adventure ,7.7,91,John Huston,"536,118"
Gilda,1946,Approved,110,Drama ,7.7,,Charles Vidor,
Fantasia,1940,G,125,Animation ,7.7,96,James Algar,"76,408,097"
The Invisible Man,1933,TV-PG,71,Horror ,7.7,87,James Whale,
Dark Waters,2019,PG-13,126,Biography ,7.6,73,Todd Haynes,
Searching,2018,U/A,102,Drama ,7.6,71,Aneesh Chaganty,"26,020,957"
Once Upon a Time... in Hollywood,2019,A,161,Comedy ,7.6,83,Quentin Tarantino,"142,502,728"
Nelyubov,2017,R,127,Drama,7.6,86,Andrey Zvyagintsev,"566,356"
The Florida Project,2017,A,111,Drama,7.6,92,Sean Baker,"5,904,366"
Just Mercy,2019,A,137,Biography ,7.6,68,Destin Daniel Cretton,
Gifted,2017,PG-13,101,Drama,7.6,60,Marc Webb,"24,801,212"
The Peanut Butter Falcon,2019,PG-13,97,Adventure ,7.6,70,Tyler Nilson,"13,122,642"
Victoria,2015,,138,Crime ,7.6,77,Sebastian Schipper,
Mustang,2015,PG-13,97,Drama,7.6,83,Deniz Gamze Ergüven,"845,464"
Guardians of the Galaxy Vol. 2,2017,UA,136,Action ,7.6,67,James Gunn,"389,813,101"
Baby Driver,2017,UA,113,Action ,7.6,86,Edgar Wright,"107,825,862"
Only the Brave,2017,UA,134,Action ,7.6,72,Joseph Kosinski,"18,340,051"
Bridge of Spies,2015,UA,142,Drama ,7.6,81,Steven Spielberg,"72,313,754"
Incredibles 2,2018,UA,118,Animation ,7.6,80,Brad Bird,"608,581,744"
Moana,2016,U,107,Animation ,7.6,81,Ron Clements,"248,757,044"
Sicario,2015,A,121,Action ,7.6,82,Denis Villeneuve,"46,889,293"
Creed,2015,A,133,Drama ,7.6,82,Ryan Coogler,"109,767,581"
Leviafan,2014,R,140,Crime ,7.6,92,Andrey Zvyagintsev,"1,092,800"
Hell or High Water,2016,R,102,Action ,7.6,88,David Mackenzie,"26,862,450"
Philomena,2013,PG-13,98,Biography ,7.6,77,Stephen Frears,"37,707,719"
Dawn of the Planet of the Apes,2014,UA,130,Action ,7.6,79,Matt Reeves,"208,545,589"
El cuerpo,2012,,112,Mystery ,7.6,,Oriol Paulo,
Serbuan maut,2011,A,101,Action ,7.6,73,Gareth Evans,"4,105,123"
End of Watch,2012,A,109,Action ,7.6,68,David Ayer,"41,003,371"
Kari-gurashi no Arietti,2010,U,94,Animation ,7.6,80,Hiromasa Yonebayashi,"19,202,743"
A Star Is Born,2018,UA,136,Drama ,7.6,88,Bradley Cooper,"215,288,866"
True Grit,2010,PG-13,110,Drama ,7.6,80,Ethan Coen,"171,243,005"
Hævnen,2010,R,118,Drama ,7.6,65,Susanne Bier,"1,008,098"
Despicable Me,2010,U,95,Animation ,7.6,72,Pierre Coffin,"251,513,985"
50/50,2011,R,100,Comedy ,7.6,72,Jonathan Levine,"35,014,192"
Kick-Ass,2010,UA,117,Action ,7.6,66,Matthew Vaughn,"48,071,303"
Celda 211,2009,,113,Action ,7.6,,Daniel Monzón,
Moneyball,2011,PG-13,133,Biography ,7.6,87,Bennett Miller,"75,605,492"
La piel que habito,2011,R,120,Drama ,7.6,70,Pedro Almodóvar,"3,185,812"
Zombieland,2009,A,88,Adventure ,7.6,73,Ruben Fleischer,"75,590,286"
Die Welle,2008,,107,Drama ,7.6,,Dennis Gansel,
Sherlock Holmes,2009,PG-13,128,Action ,7.6,57,Guy Ritchie,"209,028,679"
The Blind Side,2009,UA,129,Biography ,7.6,53,John Lee Hancock,"255,959,475"
The Visitor,2007,PG-13,104,Drama,7.6,79,Tom McCarthy,"9,422,422"
Seven Pounds,2008,UA,123,Drama,7.6,36,Gabriele Muccino,"69,951,824"
Eastern Promises,2007,R,100,Action ,7.6,82,David Cronenberg,"17,114,882"
Stardust,2007,U,127,Adventure ,7.6,66,Matthew Vaughn,"38,634,938"
The Secret of Kells,2009,,71,Animation ,7.6,81,Tomm Moore,"686,383"
Inside Man,2006,R,129,Crime ,7.6,76,Spike Lee,"88,513,495"
Gone Baby Gone,2007,R,114,Crime ,7.6,72,Ben Affleck,"20,300,218"
La Vie En Rose,2007,PG-13,140,Biography ,7.6,66,Olivier Dahan,"10,301,706"
Huo Yuan Jia,2006,PG-13,104,Action ,7.6,70,Ronny Yu,"24,633,730"
The Illusionist,2006,U,110,Drama ,7.6,68,Neil Burger,"39,868,642"
Dead Man's Shoes,2004,,90,Crime ,7.6,52,Shane Meadows,"6,013"
Harry Potter and the Half-Blood Prince,2009,UA,153,Action ,7.6,78,David Yates,"301,959,197"
300,2006,A,117,Action ,7.6,52,Zack Snyder,"210,614,939"
Match Point,2005,R,124,Drama ,7.6,72,Woody Allen,"23,089,926"
Watchmen,2009,A,162,Action ,7.6,56,Zack Snyder,"107,509,799"
Lord of War,2005,R,122,Action ,7.6,62,Andrew Niccol,"24,149,632"
Saw,2004,UA,103,Horror ,7.6,46,James Wan,"56,000,369"
Synecdoche ,2008,R,124,Drama,7.6,67,Charlie Kaufman,"3,081,925"
Mysterious Skin,2004,R,105,Drama,7.6,73,Gregg Araki,"697,181"
Jeux d'enfants,2003,R,93,Comedy ,7.6,45,Yann Samuell,"548,707"
Un long dimanche de fiançailles,2004,U,133,Drama ,7.6,76,Jean-Pierre Jeunet,"6,167,817"
The Station Agent,2003,R,89,Comedy ,7.6,81,Tom McCarthy,"5,739,376"
21 Grams,2003,UA,124,Crime ,7.6,70,Alejandro G. Iñárritu,"16,290,476"
Boksuneun naui geot,2002,R,129,Crime ,7.6,56,Chan-wook Park,"45,289"
Finding Neverland,2004,U,106,Biography ,7.6,67,Marc Forster,"51,680,613"
25th Hour,2002,R,135,Drama,7.6,68,Spike Lee,"13,060,843"
The Butterfly Effect,2004,U,113,Drama ,7.6,30,Eric Bress,"57,938,693"
28 Days Later...,2002,A,113,Drama ,7.6,73,Danny Boyle,"45,064,915"
Batoru rowaiaru,2000,,114,Action ,7.6,81,Kinji Fukasaku,
The Royal Tenenbaums,2001,A,110,Comedy ,7.6,76,Wes Anderson,"52,364,010"
Y tu mamá también,2001,A,106,Drama,7.6,88,Alfonso Cuarón,"13,622,333"
Harry Potter and the Sorcerer's Stone,2001,U,152,Adventure ,7.6,64,Chris Columbus,"317,575,550"
The Others,2001,PG-13,101,Horror ,7.6,74,Alejandro Amenábar,"96,522,687"
Blow,2001,R,124,Biography ,7.6,52,Ted Demme,"52,990,775"
Enemy at the Gates,2001,A,131,Drama ,7.6,53,Jean-Jacques Annaud,"51,401,758"
Minority Report,2002,A,145,Action ,7.6,80,Steven Spielberg,"132,072,926"
The Hurricane,1999,R,146,Biography ,7.6,74,Norman Jewison,"50,668,906"
American Psycho,2000,A,101,Comedy ,7.6,64,Mary Harron,"15,070,285"
Lola rennt,1998,UA,81,Crime ,7.6,77,Tom Tykwer,"7,267,585"
The Thin Red Line,1998,A,170,Drama ,7.6,78,Terrence Malick,"36,400,491"
Mulan,1998,U,88,Animation ,7.6,71,Tony Bancroft,"120,620,254"
Fear and Loathing in Las Vegas,1998,R,118,Adventure ,7.6,41,Terry Gilliam,"10,680,275"
Funny Games,1997,A,108,Crime ,7.6,69,Michael Haneke,
Dark City,1998,A,100,Mystery ,7.6,66,Alex Proyas,"14,378,331"
Sleepers,1996,UA,147,Crime ,7.6,49,Barry Levinson,"49,100,000"
Lost Highway,1997,A,134,Mystery ,7.6,52,David Lynch,"3,796,699"
Sense and Sensibility,1995,U,136,Drama ,7.6,84,Ang Lee,"43,182,776"
Die Hard: With a Vengeance,1995,A,128,Action ,7.6,58,John McTiernan,"100,012,499"
Dead Man,1995,R,121,Adventure ,7.6,62,Jim Jarmusch,"1,037,847"
The Bridges of Madison County,1995,A,135,Drama ,7.6,69,Clint Eastwood,"71,516,617"
Apollo 13,PG,U,140,Adventure ,7.6,77,Ron Howard,"173,837,933"
Trois couleurs: Blanc,1994,U,92,Comedy ,7.6,88,Krzysztof Kieslowski,"1,464,625"
Falling Down,1993,R,113,Action ,7.6,56,Joel Schumacher,"40,903,593"
Dazed and Confused,1993,U,102,Comedy,7.6,78,Richard Linklater,"7,993,039"
My Cousin Vinny,1992,UA,120,Comedy ,7.6,68,Jonathan Lynn,"52,929,168"
Omohide poro poro,1991,U,118,Animation ,7.6,90,Isao Takahata,"453,243"
Delicatessen,1991,R,99,Comedy ,7.6,66,Marc Caro,"1,794,187"
Home Alone,1990,U,103,Comedy ,7.6,63,Chris Columbus,"285,761,243"
The Godfather: Part III,1990,A,162,Crime ,7.6,60,Francis Ford Coppola,"66,666,062"
When Harry Met Sally...,1989,UA,95,Comedy ,7.6,76,Rob Reiner,"92,823,600"
The Little Mermaid,1989,U,83,Animation ,7.6,88,Ron Clements,"111,543,479"
The Naked Gun: From the Files of Police Squad!,1988,U,85,Comedy ,7.6,76,David Zucker,"78,756,177"
Planes ,1987,U,93,Comedy ,7.6,72,John Hughes,"49,530,280"
Lethal Weapon,1987,A,109,Action ,7.6,68,Richard Donner,"65,207,127"
Blood Simple,1984,A,99,Crime ,7.6,82,Joel Coen,"2,150,000"
On Golden Pond,1981,UA,109,Drama,7.6,68,Mark Rydell,"119,285,432"
Mad Max 2,1981,A,96,Action ,7.6,77,George Miller,"12,465,371"
The Warriors,1979,UA,92,Action ,7.6,65,Walter Hill,"22,490,039"
The Muppet Movie,1979,U,95,Adventure ,7.6,74,James Frawley,"76,657,000"
Escape from Alcatraz,1979,A,112,Action ,7.6,76,Don Siegel,"43,000,000"
Watership Down,1978,U,91,Animation ,7.6,64,Martin Rosen,
Midnight Express,1978,A,121,Biography ,7.6,59,Alan Parker,"35,000,000"
Close Encounters of the Third Kind,1977,U,138,Drama ,7.6,90,Steven Spielberg,"132,088,635"
The Long Goodbye,1973,A,112,Comedy ,7.6,87,Robert Altman,"959,000"
Giù la testa,1971,PG,157,Drama ,7.6,77,Sergio Leone,"696,690"
Kelly's Heroes,1970,GP,144,Adventure ,7.6,50,Brian G. Hutton,"1,378,435"
The Jungle Book,1967,U,78,Animation ,7.6,65,Wolfgang Reitherman,"141,843,612"
Blowup,1966,A,111,Drama ,7.6,82,Michelangelo Antonioni,
A Hard Day's Night,1964,U,87,Comedy ,7.6,96,Richard Lester,"13,780,024"
Breakfast at Tiffany's,1961,A,115,Comedy ,7.6,76,Blake Edwards,
Giant,1956,G,201,Drama ,7.6,84,George Stevens,
From Here to Eternity,1953,Passed,118,Drama ,7.6,85,Fred Zinnemann,"30,500,000"
Lifeboat,1944,,97,Drama ,7.6,78,Alfred Hitchcock,
The 39 Steps,1935,,86,Crime ,7.6,93,Alfred Hitchcock,
